time,reps,data,bias mitigation,ML method,bias mit ML method,sensitive attrs,other,accuracy,precision,recall,sex|[AOD] Average Odds Difference,sex|[EOD] Equal Opportunity Difference,sex|[SPD] Statistical Parity Difference,sex|[DI_FM] Disparate Impact the way it was implemented in FairMask,[SF] Statistical Parity Subgroup Fairness,[DF] Differential Fairness,VAR|accuracy,VAR|precision,VAR|recall,VAR|sex|[AOD] Average Odds Difference,VAR|sex|[EOD] Equal Opportunity Difference,VAR|sex|[SPD] Statistical Parity Difference,VAR|sex|[DI_FM] Disparate Impact the way it was implemented in FairMask,VAR|[SF] Statistical Parity Subgroup Fairness,VAR|[DF] Differential Fairness,id,,,,,,,,
24:08.8,1,Compas Dataset,Reweighing Bias Mitigation,LogisticRegression,,['sex'],{},0.670375522,0.661327231,0.764550265,-0.024586428,0.000200763,0.03154697,0.049791001,0.004700548,0.051073319,0,0,0,0,0,0,0,0,0,7228600805531700000.00,,,,,,,,
24:08.7,1,Compas Dataset,FairBalance Bias Mitigation,LogisticRegression,,['sex'],{},0.66620306,0.68956044,0.664021164,-0.089637424,-0.097771532,-0.040322999,0.085198596,0.00600819,0.081763008,0,0,0,0,0,0,0,0,0,7228600805531700000.00,,,,,,,,
24:08.6,1,Compas Dataset,FairMask Bias Mitigation,LogisticRegression,DecisionTreeRegressor,['sex'],{},0.674547983,0.672248804,0.743386243,0.055604991,0.073037543,0.110531235,0.164540816,0.016469327,0.179773785,0,0,0,0,0,0,0,0,0,7228600805531700000.00,,,,,,,,
24:08.5,1,Compas Dataset,No Bias Mitigation,LogisticRegression,,['sex'],{},0.675938804,0.668213457,0.761904762,0.161998853,0.155390484,0.209767877,0.272075167,0.031255743,0.317557487,0,0,0,0,0,0,0,0,0,7228600805531700000.00,,,,,,,,
24:08.4,1,Compas Dataset,FYP VAE,LogisticRegression,,['sex'],"{'c': '', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=10, mask_values=None vae_layers=(75, 60, 30, 15), lr=0.014, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.11, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 9}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.646731572,0.635371179,0.76984127,-0.02512254,-0.036980526,0.01450122,0.02234894,0.002160705,0.022602462,0,0,0,0,0,0,0,0,0,7228600805531700000.00,,,,,,,,
19:17.7,1,Compas Dataset,FFVAE,LogisticRegression,,['sex'],"{'c': '', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=10, mask_values=None vae_layers=(75, 60, 30, 15), lr=0.014, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.11, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 9}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.675938804,0.670588235,0.753968254,-0.02696768,-0.031680385,0.023952329,0.039221939,0.003568935,0.040011842,0,0,0,0,0,0,0,0,0,7228600805531700000.00,,,,,,,,
19:02.6,1,Compas Dataset,FairMask Bias Mitigation,MLPClassifier,DecisionTreeRegressor,['sex'],{},0.680111266,0.699300699,0.748129676,0.104714856,0.155453066,0.159050031,0.219994435,0.026000027,0.248454225,0,0,0,0,0,0,0,0,0,7228600805531700000.00,,,,,,,,
18:57.0,1,Compas Dataset,No Bias Mitigation,MLPClassifier,,['sex'],{},0.670375522,0.686363636,0.753117207,0.203259429,0.176071622,0.233374355,0.292706818,0.03814988,0.346310015,0,0,0,0,0,0,0,0,0,7228600805531700000.00,,,,,,,,
18:56.9,1,Compas Dataset,FYP VAE,MLPClassifier,,['sex'],"{'c': '', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=10, mask_values=None vae_layers=(75, 60, 30, 15), lr=0.014, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.11, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 9}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.664812239,0.693236715,0.715710723,0.013219499,0.035031199,0.057698679,0.092819615,0.009432046,0.097413967,0,0,0,0,0,0,0,0,0,7228600805531700000.00,,,,,,,,
13:59.5,1,Compas Dataset,FFVAE,MLPClassifier,,['sex'],"{'c': '', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=10, mask_values=None vae_layers=(75, 60, 30, 15), lr=0.014, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.11, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 9}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.677329624,0.685714286,0.778054863,0.031563282,0.061584373,0.079483599,0.114209443,0.012993243,0.121274749,0,0,0,0,0,0,0,0,0,7228600805531700000.00,,,,,,,,
13:42.5,1,Compas Dataset,Reweighing Bias Mitigation,LogisticRegression,,['sex'],{},0.692628651,0.698237885,0.790523691,0.061773057,0.099532013,0.115267194,0.159434997,0.018842814,0.17368099,0,0,0,0,0,0,0,0,0,7228600805531700000.00,,,,,,,,
13:42.4,1,Compas Dataset,FairBalance Bias Mitigation,LogisticRegression,,['sex'],{},0.684283727,0.721938776,0.705735661,0.006799989,0.048189094,0.062195295,0.104601178,0.010167111,0.110486049,0,0,0,0,0,0,0,0,0,7228600805531700000.00,,,,,,,,
13:42.3,1,Compas Dataset,FairMask Bias Mitigation,LogisticRegression,DecisionTreeRegressor,['sex'],{},0.68984701,0.70045045,0.775561097,0.134559985,0.160065111,0.18382875,0.240766858,0.030050623,0.275446379,0,0,0,0,0,0,0,0,0,7228600805531700000.00,,,,,,,,
13:42.2,1,Compas Dataset,No Bias Mitigation,LogisticRegression,,['sex'],{},0.681502086,0.689427313,0.780548628,0.241776592,0.19428242,0.268412458,0.31780035,0.043877585,0.382432922,0,0,0,0,0,0,0,0,0,7228600805531700000.00,,,,,,,,
13:42.2,1,Compas Dataset,FYP VAE,LogisticRegression,,['sex'],"{'c': '', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=10, mask_values=None vae_layers=(75, 60, 30, 15), lr=0.014, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.11, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 9}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.680111266,0.687912088,0.780548628,0.034746237,0.017498644,0.070975529,0.102984101,0.011602423,0.108681692,0,0,0,0,0,0,0,0,0,7228600805531700000.00,,,,,,,,
08:55.2,1,Compas Dataset,FFVAE,LogisticRegression,,['sex'],"{'c': '', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=10, mask_values=None vae_layers=(75, 60, 30, 15), lr=0.014, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.11, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 9}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.692628651,0.70361991,0.775561097,0.01385081,0.051275095,0.068218394,0.101983053,0.011151712,0.107566339,0,0,0,0,0,0,0,0,0,7228600805531700000.00,,,,,,,,
08:39.4,1,Compas Dataset,FairMask Bias Mitigation,MLPClassifier,DecisionTreeRegressor,['sex'],{},0.682892907,0.698823529,0.748110831,0.082495459,0.057447398,0.12633547,0.182484568,0.020129178,0.201485499,0,0,0,0,0,0,0,0,0,7228600805531700000.00,,,,,,,,
08:32.2,1,Compas Dataset,No Bias Mitigation,MLPClassifier,,['sex'],{},0.684283727,0.694954128,0.763224181,0.166936948,0.119947398,0.203258547,0.264236111,0.032385422,0.306846015,0,0,0,0,0,0,0,0,0,7228600805531700000.00,,,,,,,,
08:32.2,1,Compas Dataset,FYP VAE,MLPClassifier,,['sex'],"{'c': '', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=10, mask_values=None vae_layers=(75, 60, 30, 15), lr=0.014, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.11, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 9}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.668984701,0.674725275,0.773299748,-0.034044318,-0.003253045,0.021877428,0.033639486,0.003485756,0.034218312,0,0,0,0,0,0,0,0,0,7228600805531700000.00,,,,,,,,
03:36.3,1,Compas Dataset,FFVAE,MLPClassifier,,['sex'],"{'c': '', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=10, mask_values=None vae_layers=(75, 60, 30, 15), lr=0.014, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.11, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 9}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.677329624,0.688787185,0.758186398,0.011479567,0.044158361,0.070585664,0.10625,0.011246496,0.112329185,0,0,0,0,0,0,0,0,0,7228600805531700000.00,,,,,,,,
03:19.2,1,Compas Dataset,Reweighing Bias Mitigation,LogisticRegression,,['sex'],{},0.66620306,0.678004535,0.753148615,-0.017998099,-0.01789175,0.028724747,0.045138889,0.004576748,0.046189382,0,0,0,0,0,0,0,0,0,7228600805531700000.00,,,,,,,,
03:19.1,1,Compas Dataset,FairBalance Bias Mitigation,LogisticRegression,,['sex'],{},0.668984701,0.70437018,0.690176322,-0.057073532,-0.044746678,-0.003205128,0.005952381,0.000510677,0.005934736,0,0,0,0,0,0,0,0,0,7228600805531700000.00,,,,,,,,
03:19.0,1,Compas Dataset,FairMask Bias Mitigation,LogisticRegression,DecisionTreeRegressor,['sex'],{},0.668984701,0.685314685,0.740554156,0.085925608,0.039936323,0.119391026,0.172453704,0.019022712,0.189290226,0,0,0,0,0,0,0,0,0,7228600805531700000.00,,,,,,,,
03:18.9,1,Compas Dataset,No Bias Mitigation,LogisticRegression,,['sex'],{},0.675938804,0.683035714,0.770780856,0.222893694,0.164936323,0.252258159,0.305702684,0.040192587,0.364855,0,0,0,0,0,0,0,0,0,7228600805531700000.00,,,,,,,,
03:18.9,1,Compas Dataset,FYP VAE,LogisticRegression,,['sex'],"{'c': '', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=10, mask_values=None vae_layers=(75, 60, 30, 15), lr=0.014, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.11, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 9}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.652294854,0.659436009,0.765743073,-0.125293228,-0.103197674,-0.07583042,0.13064759,0.012082149,0.122790557,0,0,0,0,0,0,0,0,0,7228600805531700000.00,,,,,,,,
58:24.8,1,Compas Dataset,FFVAE,LogisticRegression,,['sex'],"{'c': '', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=10, mask_values=None vae_layers=(75, 60, 30, 15), lr=0.014, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.11, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 9}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.660639777,0.675862069,0.740554156,-0.052113172,-0.01501938,0.004224942,0.006944444,0.000673165,0.006968669,0,0,0,0,0,0,0,0,0,7228600805531700000.00,,,,,,,,
58:10.2,1,Compas Dataset,FairMask Bias Mitigation,MLPClassifier,DecisionTreeRegressor,['sex'],{},0.668984701,0.679120879,0.770573566,0.093360276,0.056295348,0.096699344,0.135601379,0.013623852,0.145721249,0,0,0,0,0,0,0,0,0,7228600805531700000.00,,,,,,,,
58:05.6,1,Compas Dataset,No Bias Mitigation,MLPClassifier,,['sex'],{},0.66620306,0.67311828,0.780548628,0.180352819,0.112633376,0.178666557,0.224714638,0.025172112,0.254524109,0,0,0,0,0,0,0,0,0,7228600805531700000.00,,,,,,,,
58:05.6,1,Compas Dataset,FYP VAE,MLPClassifier,,['sex'],"{'c': '', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=10, mask_values=None vae_layers=(75, 60, 30, 15), lr=0.014, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.11, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 9}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.668984701,0.668041237,0.80798005,-0.079660921,-0.023388818,-0.062141308,0.099753152,0.008755012,0.095085747,0,0,0,0,0,0,0,0,0,7228600805531700000.00,,,,,,,,
53:00.5,1,Compas Dataset,FFVAE,MLPClassifier,,['sex'],"{'c': '', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=10, mask_values=None vae_layers=(75, 60, 30, 15), lr=0.014, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.11, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 9}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.657858136,0.668112798,0.7680798,-0.011645833,0.059325651,0.007674987,0.011852512,0.001081319,0.011923313,0,0,0,0,0,0,0,0,0,7228600805531700000.00,,,,,,,,
52:41.5,1,Compas Dataset,Reweighing Bias Mitigation,LogisticRegression,,['sex'],{},0.660639777,0.666666667,0.783042394,0.044151159,0.092488263,0.060026911,0.085154454,0.008457118,0.089000031,0,0,0,0,0,0,0,0,0,7228600805531700000.00,,,,,,,,
52:41.4,1,Compas Dataset,FairBalance Bias Mitigation,LogisticRegression,,['sex'],{},0.646731572,0.680589681,0.690773067,-0.036770538,0.016346564,-0.02033391,0.037025926,0.00286482,0.03635693,0,0,0,0,0,0,0,0,0,7228600805531700000.00,,,,,,,,
52:41.3,1,Compas Dataset,FairMask Bias Mitigation,LogisticRegression,DecisionTreeRegressor,['sex'],{},0.650904033,0.664473684,0.755610973,0.100219029,0.142936406,0.114767828,0.157322191,0.016169498,0.17117059,0,0,0,0,0,0,0,0,0,7228600805531700000.00,,,,,,,,
52:41.2,1,Compas Dataset,No Bias Mitigation,LogisticRegression,,['sex'],{},0.634214186,0.646808511,0.758104738,0.234712263,0.157020913,0.229521927,0.271860923,0.032337062,0.317263209,0,0,0,0,0,0,0,0,0,7228600805531700000.00,,,,,,,,
52:41.1,1,Compas Dataset,FYP VAE,LogisticRegression,,['sex'],"{'c': '', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=10, mask_values=None vae_layers=(75, 60, 30, 15), lr=0.014, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.11, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 9}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.630041725,0.639175258,0.773067332,0.048414467,0.121724285,0.066191614,0.090734572,0.009325655,0.095118227,0,0,0,0,0,0,0,0,0,7228600805531700000.00,,,,,,,,
47:44.6,1,Compas Dataset,FFVAE,LogisticRegression,,['sex'],"{'c': '', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=10, mask_values=None vae_layers=(75, 60, 30, 15), lr=0.014, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.11, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': None}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.656467316,0.663135593,0.780548628,-0.001666155,0.078403756,0.018864816,0.028067165,0.002657841,0.028468577,0,0,0,0,0,0,0,0,0,7228600805531700000.00,,,,,,,,
37:12.6,1,Compas Dataset,FairMask Bias Mitigation,MLPClassifier,DecisionTreeRegressor,['sex'],{},0.700973574,0.696821516,0.757978723,0.125277603,0.105516446,0.188272169,0.260376404,0.027886049,0.301613877,0,0,0,0,0,0,0,0,0,168366027078505000.00,,,,,,,,
37:05.3,1,Compas Dataset,No Bias Mitigation,MLPClassifier,,['sex'],{},0.698191933,0.693430657,0.757978723,0.169305221,0.120470906,0.222436986,0.295069471,0.032946392,0.349656021,0,0,0,0,0,0,0,0,0,168366027078505000.00,,,,,,,,
37:05.3,1,Compas Dataset,FYP VAE,MLPClassifier,,['sex'],"{'c': '', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=10, mask_values=None vae_layers=(75, 60, 30, 15), lr=0.014, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.11, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 9}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.660639777,0.647321429,0.771276596,0.084889678,0.058306487,0.131448348,0.179876687,0.019469554,0.198300568,0,0,0,0,0,0,0,0,0,168366027078505000.00,,,,,,,,
30:07.8,1,Compas Dataset,FFVAE,MLPClassifier,,['sex'],"{'c': '', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=10, mask_values=None vae_layers=(75, 60, 30, 15), lr=0.014, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.11, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 9}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.673157163,0.671532847,0.734042553,0.079311709,0.076840472,0.137926081,0.201465062,0.020429007,0.224976557,0,0,0,0,0,0,0,0,0,168366027078505000.00,,,,,,,,
29:33.9,1,Compas Dataset,Reweighing Bias Mitigation,LogisticRegression,,['sex'],{},0.663421419,0.657276995,0.744680851,0.052398074,0.033090721,0.103069087,0.152261151,0.015266142,0.165182652,0,0,0,0,0,0,0,0,0,168366027078505000.00,,,,,,,,
29:33.8,1,Compas Dataset,FairBalance Bias Mitigation,LogisticRegression,,['sex'],{},0.668984701,0.69273743,0.659574468,0.022358768,0.039136141,0.087057594,0.152939017,0.01289459,0.165982588,0,0,0,0,0,0,0,0,0,168366027078505000.00,,,,,,,,
29:33.6,1,Compas Dataset,FairMask Bias Mitigation,LogisticRegression,DecisionTreeRegressor,['sex'],{},0.671766342,0.667464115,0.742021277,0.103180995,0.111323231,0.163601933,0.228690874,0.024232002,0.259666044,0,0,0,0,0,0,0,0,0,168366027078505000.00,,,,,,,,
29:33.4,1,Compas Dataset,No Bias Mitigation,LogisticRegression,,['sex'],{},0.671766342,0.662037037,0.760638298,0.224806229,0.191783001,0.271294241,0.329609825,0.040182915,0.399895385,0,0,0,0,0,0,0,0,0,168366027078505000.00,,,,,,,,
29:33.4,1,Compas Dataset,FYP VAE,LogisticRegression,,['sex'],"{'c': '', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=10, mask_values=None vae_layers=(75, 60, 30, 15), lr=0.014, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.11, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 9}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.657858136,0.64380531,0.77393617,0.008366932,-0.004971563,0.058926473,0.087050471,0.008727931,0.09107468,0,0,0,0,0,0,0,0,0,168366027078505000.00,,,,,,,,
21:03.0,1,Compas Dataset,FFVAE,LogisticRegression,,['sex'],"{'c': '', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=10, mask_values=None vae_layers=(75, 60, 30, 15), lr=0.014, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.11, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': None}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.66759388,0.658198614,0.757978723,0.032936991,0.000835223,0.081794436,0.122221572,0.012115034,0.130361077,0,0,0,0,0,0,0,0,0,168366027078505000.00,,,,,,,,
17:03.1,1,Adult Dataset,FFVAE,LogisticRegression,,['sex'],"{'c': '', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=30, mask_values=None vae_layers=(75, 60, 30, 30), lr=0.014, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.11, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 29}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.827141541,0.716723549,0.514075887,-0.086108708,-0.100065766,-0.159559853,2.202754857,0.035079872,1.164011332,0,0,0,0,0,0,0,0,0,8866984968095580000.00,,,,,,,,
11:55.0,1,Adult Dataset,Reweighing Bias Mitigation,LogisticRegression,,['sex'],{},0.845256371,0.733221477,0.558823529,0.043064118,0.113085292,-0.10145477,0.870497418,0.022929476,0.626204394,0,0,0,0,0,0,0,0,0,8866984968095580000.00,,,,,,,,
11:52.9,1,Adult Dataset,FairBalance Bias Mitigation,LogisticRegression,,['sex'],{},0.813018115,0.57743957,0.824808184,-0.002312995,0.049347839,-0.159596779,0.669353654,0.036069969,0.512436518,0,0,0,0,0,0,0,0,0,8866984968095580000.00,,,,,,,,
11:51.0,1,Adult Dataset,FairMask Bias Mitigation,LogisticRegression,DecisionTreeRegressor,['sex'],{},0.857537611,0.750788644,0.608695652,-0.113629462,-0.143872092,-0.193987717,2.868976238,0.043842558,1.352989934,0,0,0,0,0,0,0,0,0,8866984968095580000.00,,,,,,,,
11:49.0,1,Adult Dataset,No Bias Mitigation,LogisticRegression,,['sex'],{},0.857537611,0.752380952,0.606138107,-0.122506487,-0.159620124,-0.197546436,3.083919362,0.044646853,1.407057155,0,0,0,0,0,0,0,0,0,8866984968095580000.00,,,,,,,,
11:49.0,1,Adult Dataset,FYP VAE,LogisticRegression,,['sex'],"{'c': '', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=30, mask_values=None vae_layers=(75, 60, 30, 30), lr=0.014, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.11, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 29}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.81762358,0.648264984,0.525575448,0.133112038,0.237386548,-0.026891852,0.151891666,0.006077743,0.141405518,0,0,0,0,0,0,0,0,0,8866984968095580000.00,,,,,,,,
